UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Health_Class,Power_W,Temp_Delta,Wear_Torque,Type_encoded
7238,M22097,M,299.8,310.0,1632,33.7,172,0,No Failure,Normal,5759.418979973097,10.199999999999989,5796.400000000001,2
7239,L54418,L,299.8,310.0,1697,36.0,175,0,No Failure,Normal,6397.539279770255,10.199999999999989,6300.0,1
7240,L54419,L,299.8,310.1,1553,42.0,177,0,No Failure,Normal,6830.450747434928,10.300000000000011,7434.0,1
7241,M22100,M,299.9,310.1,1362,56.3,179,0,No Failure,Normal,8029.973654428582,10.200000000000044,10077.7,2
7242,M22101,M,299.9,310.0,1484,42.1,182,0,No Failure,Normal,6542.5133087579125,10.100000000000025,7662.2,2
7243,H36656,H,299.9,310.1,1447,51.4,185,0,No Failure,Normal,7788.615562828791,10.200000000000044,9509.0,0
7244,M22103,M,300.0,310.2,1393,51.2,190,0,No Failure,Normal,7468.7804867423265,10.199999999999989,9728.0,2
7245,L54424,L,300.0,310.2,1760,26.9,193,0,No Failure,Normal,4957.852086385173,10.199999999999989,5191.7,1
7246,L54425,L,300.0,310.1,1477,34.6,195,0,No Failure,Normal,5351.619309586117,10.100000000000025,6747.0,1
7247,L54426,L,299.9,310.1,1681,29.1,197,0,No Failure,Normal,5122.586733163908,10.200000000000044,5732.700000000001,1
7248,M22107,M,300.0,310.1,1314,53.5,199,0,No Failure,Normal,7361.694065156963,10.100000000000025,10646.5,2
7249,L54428,L,300.0,310.1,1762,28.0,202,0,No Failure,Normal,5166.453838583534,10.100000000000025,5656.0,1
7250,L54429,L,299.9,310.0,1402,44.7,204,0,No Failure,Normal,6562.724221496007,10.100000000000025,9118.8,1
7251,M22110,M,300.1,310.2,1429,42.0,206,0,No Failure,Normal,6285.07026277174,10.099999999999966,8652.0,2
7252,M22111,M,300.2,310.3,1448,40.1,209,0,No Failure,Normal,6080.531637072021,10.100000000000025,8380.9,2
7253,H36666,H,300.2,310.4,1501,42.9,212,0,No Failure,Normal,6743.20871944474,10.199999999999989,9094.8,0
7254,L54433,L,300.3,310.5,1522,39.1,217,0,No Failure,Normal,6231.893571121977,10.199999999999989,8484.7,1
7255,L54434,L,300.3,310.4,1493,37.5,219,0,No Failure,Normal,5862.997289761951,10.099999999999966,8212.5,1
7256,M22115,M,300.2,310.3,1704,29.4,221,0,No Failure,Normal,5246.208404082668,10.100000000000025,6497.4,2
7257,H36670,H,300.2,310.3,1408,42.5,0,0,No Failure,Normal,6266.43014636044,10.100000000000025,0.0,0
7258,L54437,L,300.2,310.4,1518,41.8,5,0,No Failure,Normal,6644.7197897547,10.199999999999989,209.0,1
7259,L54438,L,300.3,310.4,1742,25.9,7,0,No Failure,Normal,4724.724967537785,10.099999999999966,181.3,1
7260,M22119,M,300.4,310.5,1500,43.0,9,0,No Failure,Normal,6754.424205218054,10.100000000000025,387.0,2
7261,L54440,L,300.4,310.5,2424,14.5,12,0,No Failure,Normal,3680.6899529458015,10.100000000000025,174.0,1
7262,L54441,L,300.4,310.5,1818,25.1,14,0,No Failure,Normal,4778.550921669291,10.100000000000025,351.40000000000003,1
7263,M22122,M,300.4,310.6,1545,35.6,16,0,No Failure,Normal,5759.795971091528,10.200000000000044,569.6,2
7264,L54443,L,300.4,310.6,1429,46.9,19,0,No Failure,Normal,7018.32846009511,10.200000000000044,891.1,1
7265,M22124,M,300.4,310.6,1448,44.9,21,0,No Failure,Normal,6808.375823055703,10.200000000000044,942.9,2
7266,L54445,L,300.4,310.6,1384,48.7,24,0,No Failure,Normal,7058.195270869164,10.200000000000044,1168.8000000000002,1
7267,L54446,L,300.4,310.5,1578,32.8,26,0,No Failure,Normal,5420.126973385398,10.100000000000025,852.8,1
7268,L54447,L,300.5,310.5,1695,26.7,28,0,No Failure,Normal,4739.249597572882,10.0,747.6,1
7269,L54448,L,300.5,310.6,1543,36.2,30,0,No Failure,Normal,5849.289473816788,10.100000000000025,1086.0,1
7270,M22129,M,300.4,310.5,1540,33.4,32,0,No Failure,Normal,5386.365324334821,10.100000000000025,1068.8,2
7271,L54450,L,300.2,310.4,1808,25.8,35,0,No Failure,Normal,4884.799585213697,10.199999999999989,903.0,1
7272,M22131,M,300.3,310.4,1293,49.7,37,0,No Failure,Normal,6729.511375475089,10.099999999999966,1838.9,2
7273,L54452,L,300.2,310.3,1202,59.5,40,0,No Failure,Normal,7489.452166402947,10.100000000000025,2380.0,1
7274,M22133,M,300.2,310.3,1704,29.2,42,0,No Failure,Normal,5210.519911537887,10.100000000000025,1226.4,2
7275,M22134,M,300.2,310.3,1478,38.1,45,0,No Failure,Normal,5896.957906347257,10.100000000000025,1714.5,2
7276,L54455,L,300.2,310.3,1514,38.7,48,0,No Failure,Normal,6135.718948020081,10.100000000000025,1857.6,1
7277,M22136,M,300.1,310.3,1350,48.8,50,0,No Failure,Normal,6898.937467283186,10.199999999999989,2440.0,2
7278,L54457,L,300.1,310.2,1475,54.2,53,0,No Failure,Normal,8371.8208230412,10.099999999999966,2872.6000000000004,1
7279,H36692,H,300.0,310.1,1714,28.7,55,0,No Failure,Normal,5151.353249895279,10.100000000000025,1578.5,0
7280,L54459,L,300.0,310.1,1465,40.9,60,0,No Failure,Normal,6274.650647137334,10.100000000000025,2454.0,1
7281,L54460,L,299.9,310.2,1288,69.6,62,1,Power Failure,Early Warning,9387.581503750876,10.300000000000011,4315.2,1
7282,L54461,L,300.0,310.2,1675,29.7,64,0,No Failure,Normal,5209.546017815274,10.199999999999989,1900.8,1
7283,L54462,L,300.0,310.2,1486,36.4,66,0,No Failure,Normal,5664.333442324444,10.199999999999989,2402.4,1
7284,M22143,M,300.0,310.2,1443,58.7,68,0,No Failure,Normal,8870.192609631173,10.199999999999989,3991.6,2
7285,M22144,M,300.1,310.3,1345,57.1,71,0,No Failure,Normal,8042.4248333123105,10.199999999999989,4054.1,2
7286,M22145,M,300.2,310.4,1202,61.7,74,0,No Failure,Normal,7766.373086841376,10.199999999999989,4565.8,2
7287,M22146,M,300.1,310.4,1480,37.1,77,0,No Failure,Normal,5749.952314110279,10.299999999999956,2856.7000000000003,2
7288,M22147,M,300.2,310.4,1530,35.7,80,0,No Failure,Normal,5719.897744390937,10.199999999999989,2856.0,2
7289,M22148,M,300.2,310.6,1983,20.8,83,0,No Failure,Normal,4319.312907567535,10.400000000000034,1726.4,2
7290,L54469,L,300.3,310.6,1433,53.8,86,0,No Failure,Normal,8073.411408852216,10.300000000000011,4626.8,1
7291,L54470,L,300.3,310.6,1806,24.4,88,0,No Failure,Normal,4614.622617004975,10.300000000000011,2147.2,1
7292,L54471,L,300.2,310.5,1416,46.7,90,0,No Failure,Normal,6924.824190748766,10.300000000000011,4203.0,1
7293,M22152,M,300.1,310.4,1556,38.1,92,0,No Failure,Normal,6208.164074611863,10.299999999999956,3505.2000000000003,2
7294,L54473,L,300.1,310.5,1627,29.2,95,0,No Failure,Normal,4975.068014126844,10.399999999999975,2774.0,1
7295,L54474,L,300.1,310.6,1809,24.3,97,0,No Failure,Normal,4603.344299378588,10.5,2357.1,1
7296,M22155,M,300.1,310.5,1329,57.4,99,0,No Failure,Normal,7988.504631401197,10.399999999999975,5682.599999999999,2
7297,H36710,H,300.0,310.4,1881,21.9,102,0,No Failure,Normal,4313.815120423753,10.399999999999975,2233.8,0
7298,L54477,L,300.1,310.5,1500,39.8,107,0,No Failure,Normal,6251.769380643687,10.399999999999975,4258.599999999999,1
7299,L54478,L,300.1,310.5,1532,36.0,109,0,No Failure,Normal,5775.503934359474,10.399999999999975,3924.0,1
7300,L54479,L,300.1,310.5,1492,50.9,111,0,No Failure,Normal,7952.711419101298,10.399999999999975,5649.9,1
7301,L54480,L,300.2,310.6,1431,42.3,113,0,No Failure,Normal,6338.822913074661,10.400000000000034,4779.9,1
7302,L54481,L,300.1,310.4,1554,39.4,115,0,No Failure,Normal,6411.73927856448,10.299999999999956,4531.0,1
7303,L54482,L,300.1,310.5,1494,44.2,117,0,No Failure,Normal,6915.148085375709,10.399999999999975,5171.400000000001,1
7304,L54483,L,300.1,310.6,1374,45.4,119,0,No Failure,Normal,6532.376436462329,10.5,5402.599999999999,1
7305,L54484,L,300.1,310.5,1394,44.3,121,0,No Failure,Normal,6466.884701610494,10.399999999999975,5360.299999999999,1
7306,M22165,M,300.0,310.5,1790,25.7,123,0,No Failure,Normal,4817.422894769708,10.5,3161.1,2
7307,L54486,L,300.1,310.5,1356,45.8,126,0,No Failure,Normal,6503.599447755445,10.399999999999975,5770.799999999999,1
7308,M22167,M,300.0,310.4,1385,52.1,128,0,No Failure,Normal,7556.42044980197,10.399999999999975,6668.8,2
7309,L54488,L,300.0,310.4,1333,49.1,131,0,No Failure,Normal,6853.939388508268,10.399999999999975,6432.1,1
7310,L54489,L,300.0,310.4,1505,44.9,133,0,No Failure,Normal,7076.3850923334485,10.399999999999975,5971.7,1
7311,L54490,L,300.0,310.5,1606,33.5,135,0,No Failure,Normal,5634.027545192816,10.5,4522.5,1
7312,H36725,H,300.0,310.5,1558,36.7,137,0,No Failure,Normal,5987.728990084978,10.5,5027.900000000001,0
7313,L54492,L,300.0,310.5,1412,52.4,142,0,No Failure,Normal,7748.089017597482,10.5,7440.8,1
7314,L54493,L,299.9,310.4,1408,38.4,144,0,No Failure,Normal,5661.903944005668,10.5,5529.599999999999,1
7315,L54494,L,299.9,310.3,1268,53.3,146,0,No Failure,Normal,7077.421817909134,10.400000000000034,7781.799999999999,1
7316,L54495,L,299.9,310.4,1470,50.0,148,0,No Failure,Normal,7696.902001294993,10.5,7400.0,1
7317,L54496,L,299.9,310.4,1497,47.0,150,0,No Failure,Normal,7367.977250464141,10.5,7050.0,1
7318,L54497,L,299.9,310.3,1638,29.1,152,0,No Failure,Normal,4991.550903582679,10.400000000000034,4423.2,1
7319,H36732,H,299.9,310.3,1535,43.9,154,0,No Failure,Normal,7056.697778370953,10.400000000000034,6760.599999999999,0
7320,L54499,L,299.8,310.2,1654,32.7,159,0,No Failure,Normal,5663.851731450895,10.399999999999975,5199.3,1
7321,H36734,H,299.8,310.2,1411,49.7,161,0,No Failure,Normal,7343.650851349845,10.399999999999975,8001.700000000001,0
7322,L54501,L,299.8,310.2,1911,23.5,166,0,No Failure,Normal,4702.807122791241,10.399999999999975,3901.0,1
7323,H36736,H,299.8,310.2,1573,33.3,168,0,No Failure,Normal,5485.315020947386,10.399999999999975,5594.4,0
7324,L54503,L,299.9,310.2,1479,46.3,173,0,No Failure,Normal,7170.967975157526,10.300000000000011,8009.9,1
7325,M22184,M,299.9,310.4,1820,26.6,175,0,No Failure,Normal,5069.692784852969,10.5,4655.0,2
7326,L54505,L,299.9,310.4,1419,45.7,178,0,No Failure,Normal,6790.898095926234,10.5,8134.6,1
7327,M22186,M,299.9,310.5,1335,52.9,180,0,No Failure,Normal,7395.466186183053,10.600000000000025,9522.0,2
7328,M22187,M,299.9,310.5,1576,39.4,183,0,No Failure,Normal,6502.5103623022005,10.600000000000025,7210.2,2
7329,L54508,L,300.0,310.5,1517,42.2,186,0,No Failure,Normal,6703.886451397308,10.5,7849.200000000001,1
7330,M22189,M,299.9,310.4,1576,34.3,188,0,No Failure,Normal,5660.814858552423,10.5,6448.4,2
7331,H36744,H,299.8,310.2,1537,36.6,191,0,No Failure,Normal,5890.926048452366,10.399999999999975,6990.6,0
7332,L54511,L,299.8,310.3,1524,34.2,196,0,No Failure,Normal,5458.077412640763,10.5,6703.200000000001,1
7333,M22192,M,299.8,310.3,1805,23.7,198,0,No Failure,Normal,4479.754044386365,10.5,4692.599999999999,2
7334,M22193,M,299.9,310.4,1367,53.3,201,0,No Failure,Normal,7629.996549749042,10.5,10713.3,2
7335,L54514,L,299.8,310.4,1694,30.3,204,0,No Failure,Normal,5375.076534732921,10.599999999999966,6181.2,1
7336,L54515,L,299.9,310.4,1328,49.9,206,0,No Failure,Normal,6939.484956465518,10.5,10279.4,1
7337,H36750,H,299.9,310.5,1549,42.8,208,0,No Failure,Normal,6942.626549119106,10.600000000000025,8902.4,0
7338,L54517,L,299.9,310.5,1539,32.8,213,0,No Failure,Normal,5286.16946263633,10.600000000000025,6986.4,1
7339,L54518,L,299.8,310.5,1496,38.8,215,0,No Failure,Normal,6078.437241969627,10.699999999999989,8342.0,1
7340,L54519,L,299.8,310.4,1579,36.4,0,0,No Failure,Normal,6018.830757355517,10.599999999999966,0.0,1
7341,L54520,L,299.7,310.3,1386,46.6,2,0,No Failure,Normal,6763.597655766537,10.600000000000025,93.2,1
7342,L54521,L,299.7,310.3,1505,37.7,4,0,No Failure,Normal,5941.641825856816,10.600000000000025,150.8,1
7343,M22202,M,299.7,310.3,1661,34.5,6,0,No Failure,Normal,6000.913207254544,10.600000000000025,207.0,2
7344,L54523,L,299.6,310.2,1468,48.0,9,0,No Failure,Normal,7378.972824751706,10.599999999999966,432.0,1
7345,L54524,L,299.6,310.1,1384,49.8,11,0,No Failure,Normal,7217.620626063333,10.5,547.8,1
7346,L54525,L,299.6,310.2,1381,60.5,13,0,No Failure,Normal,8749.387900125132,10.599999999999966,786.5,1
7347,L54526,L,299.6,310.2,1469,47.0,15,0,No Failure,Normal,7230.166052726669,10.599999999999966,705.0,1
7348,L54527,L,299.6,310.2,1627,36.6,17,0,No Failure,Normal,6235.8729218165245,10.599999999999966,622.2,1
7349,H36762,H,299.7,310.3,1462,40.4,19,0,No Failure,Normal,6185.251392191681,10.600000000000025,767.6,0
7350,L54529,L,299.7,310.2,1633,36.5,24,0,No Failure,Normal,6241.76864402976,10.5,876.0,1
7351,L54530,L,299.7,310.2,1469,39.5,26,0,No Failure,Normal,6076.416150695818,10.5,1027.0,1
7352,L54531,L,299.7,310.2,1458,43.4,28,0,No Failure,Normal,6626.372888657735,10.5,1215.2,1
7353,M22212,M,299.7,310.2,1440,42.8,30,0,No Failure,Normal,6454.087947534871,10.5,1284.0,2
7354,L54533,L,299.8,310.3,1687,30.4,33,0,No Failure,Normal,5370.531697360727,10.5,1003.2,1
7355,M22214,M,299.7,310.3,1429,47.7,35,0,No Failure,Normal,7138.044084147905,10.600000000000025,1669.5,2
7356,L54535,L,299.6,310.2,1588,34.1,38,0,No Failure,Normal,5670.658515533672,10.599999999999966,1295.8,1
7357,L54536,L,299.6,310.2,1333,51.2,40,0,No Failure,Normal,7147.081399014732,10.599999999999966,2048.0,1
7358,L54537,L,299.6,310.1,1487,42.9,42,0,No Failure,Normal,6680.314034519873,10.5,1801.8,1
7359,M22218,M,299.5,310.1,1659,31.5,44,0,No Failure,Normal,5472.49732292074,10.600000000000025,1386.0,2
7360,M22219,M,299.4,310.0,1512,43.2,47,0,No Failure,Normal,6840.126852807985,10.600000000000025,2030.4,2
7361,L54540,L,299.5,310.1,1585,35.2,50,0,No Failure,Normal,5842.524577636058,10.600000000000025,1760.0000000000002,1
7362,L54541,L,299.5,310.0,1502,38.5,52,0,No Failure,Normal,6055.629279304566,10.5,2002.0,1
7363,L54542,L,299.5,310.0,1594,35.1,54,0,No Failure,Normal,5859.007467091893,10.5,1895.4,1
7364,L54543,L,299.5,310.0,1412,48.9,56,0,No Failure,Normal,7230.563987796124,10.5,2738.4,1
7365,L54544,L,299.5,309.9,1402,51.7,58,0,No Failure,Normal,7590.443898240348,10.399999999999975,2998.6000000000004,1
7366,L54545,L,299.6,310.1,2057,20.4,60,0,No Failure,Normal,4394.334140135258,10.5,1224.0,1
7367,H36780,H,299.6,310.1,1531,36.8,62,0,No Failure,Normal,5899.994779245727,10.5,2281.6,0
7368,M22227,M,299.5,310.1,1359,61.1,67,0,No Failure,Normal,8695.394394385436,10.600000000000025,4093.7,2
7369,M22228,M,299.6,310.2,1620,30.0,70,0,No Failure,Normal,5089.380098815464,10.599999999999966,2100.0,2
7370,M22229,M,299.6,310.1,1646,29.6,73,0,No Failure,Normal,5102.114021038015,10.5,2160.8,2
7371,M22230,M,299.6,310.1,1455,46.1,76,0,No Failure,Normal,7024.129934528739,10.5,3503.6,2
7372,L54551,L,299.6,310.2,1512,44.0,79,0,No Failure,Normal,6966.795868600725,10.599999999999966,3476.0,1
7373,L54552,L,299.6,310.2,1473,42.7,81,0,No Failure,Normal,6586.568909736753,10.599999999999966,3458.7000000000003,1
7374,L54553,L,299.6,310.1,1553,38.0,83,0,No Failure,Normal,6179.931628631602,10.5,3154.0,1
7375,L54554,L,299.5,310.0,1379,50.4,85,0,No Failure,Normal,7278.190532424545,10.5,4284.0,1
7376,M22235,M,299.4,309.9,1567,40.6,87,0,No Failure,Normal,6662.291764663779,10.5,3532.2000000000003,2
7377,L54556,L,299.5,310.0,1481,43.1,90,0,No Failure,Normal,6684.377161018516,10.5,3879.0,1
7378,L54557,L,299.5,310.0,1349,52.7,92,0,No Failure,Normal,7444.768246893389,10.5,4848.400000000001,1
7379,L54558,L,299.5,310.0,1388,52.4,94,0,No Failure,Normal,7616.393453558999,10.5,4925.599999999999,1
7380,M22239,M,299.6,310.1,1357,48.7,96,0,No Failure,Normal,6920.499264862325,10.5,4675.200000000001,2
7381,L54560,L,299.6,310.2,1743,24.8,99,0,No Failure,Normal,4526.6580227044615,10.599999999999966,2455.2000000000003,1
7382,L54561,L,299.7,310.3,1495,43.1,101,0,No Failure,Normal,6747.565061257717,10.600000000000025,4353.1,1
7383,L54562,L,299.8,310.4,1698,28.3,103,0,No Failure,Normal,5032.1402806670585,10.599999999999966,2914.9,1
7384,M22243,M,299.7,310.4,1410,44.5,105,0,No Failure,Normal,6570.641034983053,10.699999999999989,4672.5,2
7385,L54564,L,299.7,310.4,1614,36.2,108,0,No Failure,Normal,6118.4401884253375,10.699999999999989,3909.6,1
7386,M22245,M,299.8,310.5,1375,53.9,110,0,No Failure,Normal,7761.042851305784,10.699999999999989,5929.0,2
7387,M22246,M,299.8,310.6,1574,31.8,113,0,No Failure,Normal,5241.558846955354,10.800000000000011,3593.4,2
7388,H36801,H,299.8,310.6,1423,44.6,116,0,No Failure,Normal,6646.123034473303,10.800000000000011,5173.6,0
7389,M22248,M,299.8,310.6,1694,31.3,121,0,No Failure,Normal,5552.471799905625,10.800000000000011,3787.3,2
7390,L54569,L,299.8,310.6,1707,32.5,124,0,No Failure,Normal,5809.590214650924,10.800000000000011,4030.0,1
7391,M22250,M,299.7,310.5,1490,41.2,126,0,No Failure,Normal,6428.536327285675,10.800000000000011,5191.200000000001,2
7392,L54571,L,299.7,310.6,1675,31.3,129,0,No Failure,Normal,5490.194961535964,10.900000000000034,4037.7,1
7393,M22252,M,299.7,310.5,1492,39.3,131,0,No Failure,Normal,6140.305673294322,10.800000000000011,5148.299999999999,2
7394,M22253,M,299.7,310.5,1594,35.4,134,0,No Failure,Normal,5909.084453990114,10.800000000000011,4743.599999999999,2
7395,L54574,L,299.7,310.6,1479,38.0,137,0,No Failure,Normal,5885.459677235119,10.900000000000034,5206.0,1
7396,M22255,M,299.7,310.6,1572,38.0,139,0,No Failure,Normal,6255.539291827996,10.900000000000034,5282.0,2
7397,L54576,L,299.7,310.6,1616,35.1,142,0,No Failure,Normal,5939.872061995294,10.900000000000034,4984.2,1
7398,L54577,L,299.7,310.6,1737,26.1,144,0,No Failure,Normal,4747.543402178359,10.900000000000034,3758.4,1
7399,M22258,M,299.7,310.7,1498,37.8,146,0,No Failure,Normal,5929.693301797662,11.0,5518.799999999999,2
7400,L54579,L,299.6,310.6,1642,35.1,149,0,No Failure,Normal,6035.439310517495,11.0,5229.900000000001,1
7401,M22260,M,299.6,310.6,1633,34.2,151,0,No Failure,Normal,5848.451715775832,11.0,5164.200000000001,2
7402,L54581,L,299.8,310.8,1409,51.9,154,0,No Failure,Normal,7657.852004610871,11.0,7992.599999999999,1
7403,M22262,M,299.8,310.8,1463,43.5,156,0,No Failure,Normal,6664.417575692709,11.0,6786.0,2
7404,L54583,L,299.8,310.8,1376,48.6,159,0,No Failure,Normal,7002.98701597008,11.0,7727.400000000001,1
7405,L54584,L,299.8,310.8,1553,32.2,161,0,No Failure,Normal,5236.678906366779,11.0,5184.200000000001,1
7406,M22265,M,299.8,310.8,1530,35.2,163,0,No Failure,Normal,5639.787131724397,11.0,5737.6,2
7407,L54586,L,299.8,310.9,1545,40.7,166,0,No Failure,Normal,6584.935281556886,11.099999999999966,6756.200000000001,1
7408,H36821,H,299.8,310.9,1427,47.2,168,0,No Failure,Normal,7053.336274231613,11.099999999999966,7929.6,0
7409,L54588,L,299.9,310.9,1292,51.1,173,0,No Failure,Normal,6913.723896706082,11.0,8840.300000000001,1
7410,L54589,L,299.8,310.9,2084,17.6,175,0,No Failure,Normal,3840.953066180929,11.099999999999966,3080.0000000000005,1
7411,L54590,L,299.9,311.0,1747,27.6,177,0,No Failure,Normal,5049.29337655566,11.100000000000025,4885.2,1
7412,L54591,L,300.0,311.1,1425,47.8,179,0,No Failure,Normal,7132.986119975624,11.100000000000025,8556.199999999999,1
7413,L54592,L,300.0,311.0,1637,33.6,181,0,No Failure,Normal,5759.921634797671,11.0,6081.6,1
7414,M22273,M,300.1,311.1,1616,35.2,183,0,No Failure,Normal,5956.794774422631,11.0,6441.6,2
7415,L54594,L,300.1,311.1,1619,33.4,186,0,No Failure,Normal,5662.678870193555,11.0,6212.4,1
7416,L54595,L,300.1,311.2,1489,39.1,188,0,No Failure,Normal,6096.77367109108,11.099999999999966,7350.8,1
7417,M22276,M,300.1,311.2,1452,42.4,190,0,No Failure,Normal,6447.050779990831,11.099999999999966,8056.0,2
7418,M22277,M,300.1,311.3,1495,41.0,193,0,No Failure,Normal,6418.797390059545,11.199999999999989,7913.0,2
7419,M22278,M,300.2,311.4,1427,39.7,196,0,No Failure,Normal,5932.573095063454,11.199999999999989,7781.200000000001,2
7420,L54599,L,300.1,311.4,1572,36.2,199,0,No Failure,Normal,5959.224272741408,11.299999999999956,7203.8,1
7421,L54600,L,300.1,311.3,1547,40.0,201,0,No Failure,Normal,6480.058446804546,11.199999999999989,8040.0,1
7422,M22281,M,300.1,311.4,1342,48.5,203,0,No Failure,Normal,6815.894701473295,11.299999999999956,9845.5,2
7423,L54602,L,300.0,311.2,1351,44.1,206,0,No Failure,Normal,6239.108762249721,11.199999999999989,9084.6,1
7424,L54603,L,300.0,311.3,1407,47.3,208,0,No Failure,Normal,6969.214894943989,11.300000000000011,9838.4,1
7425,M22284,M,300.1,311.4,1575,29.8,210,0,No Failure,Normal,4915.021706541232,11.299999999999956,6258.0,2
7426,M22285,M,300.0,311.4,1791,24.1,213,0,No Failure,Normal,4520.029262205387,11.399999999999975,5133.3,2
7427,M22286,M,300.0,311.4,1692,29.0,216,1,Tool Wear Failure,Critical,5138.388944211465,11.399999999999975,6264.0,2
7428,L54607,L,300.0,311.4,1634,31.9,0,0,No Failure,Normal,5458.475347710218,11.399999999999975,0.0,1
7429,M22288,M,300.0,311.4,1864,23.3,2,0,No Failure,Normal,4548.104628552968,11.399999999999975,46.6,2
7430,L54609,L,300.0,311.4,1590,33.6,5,0,No Failure,Normal,5594.548197512703,11.399999999999975,168.0,1
7431,M22290,M,300.0,311.4,1384,46.1,7,0,No Failure,Normal,6681.371704046581,11.399999999999975,322.7,2
7432,M22291,M,300.0,311.4,1352,61.8,10,0,No Failure,Normal,8749.712531366005,11.399999999999975,618.0,2
7433,L54612,L,300.1,311.4,1484,43.1,13,0,No Failure,Normal,6697.917425355487,11.299999999999956,560.3000000000001,1
7434,M22293,M,300.1,311.4,1913,21.9,15,0,No Failure,Normal,4387.20272481161,11.299999999999956,328.5,2
7435,L54614,L,300.0,311.4,1508,38.2,18,0,No Failure,Normal,6032.444325521074,11.399999999999975,687.6,1
7436,L54615,L,299.9,311.3,1504,40.7,20,0,No Failure,Normal,6410.18942618871,11.400000000000034,814.0,1
7437,L54616,L,300.0,311.4,1487,41.2,22,0,No Failure,Normal,6415.592965552885,11.399999999999975,906.4,1
7438,L54617,L,299.8,311.3,1727,30.0,24,0,No Failure,Normal,5425.530512749573,11.5,720.0,1
7439,L54618,L,299.9,311.3,1647,27.5,26,0,No Failure,Normal,4743.01950875719,11.400000000000034,715.0,1
7440,L54619,L,300.0,311.3,1493,41.4,28,0,No Failure,Normal,6472.749007897194,11.300000000000011,1159.2,1
7441,L54620,L,300.0,311.4,1655,29.6,30,0,No Failure,Normal,5130.011363801894,11.399999999999975,888.0,1
7442,M22301,M,299.9,311.4,1337,54.8,32,0,No Failure,Normal,7672.565130205184,11.5,1753.6,2
7443,L54622,L,300.0,311.5,1601,36.9,35,0,No Failure,Normal,6186.518501228627,11.5,1291.5,1
7444,H36857,H,300.1,311.6,1589,37.9,37,0,No Failure,Normal,6306.548284546782,11.5,1402.3,0
7445,L54624,L,300.2,311.7,1286,55.1,42,0,No Failure,Normal,7420.295240121924,11.5,2314.2000000000003,1
7446,L54625,L,300.2,311.7,1553,41.3,44,0,No Failure,Normal,6716.609901644346,11.5,1817.2,1
7447,L54626,L,300.2,311.8,1379,51.0,46,0,No Failure,Normal,7364.835657810551,11.600000000000025,2346.0,1
7448,M22307,M,300.3,311.9,1677,30.8,48,0,No Failure,Normal,5408.942903538618,11.599999999999966,1478.4,2
7449,L54628,L,300.3,311.8,1488,38.4,51,0,No Failure,Normal,5983.603031733263,11.5,1958.4,1
7450,L54629,L,300.3,311.8,1418,45.9,53,0,No Failure,Normal,6815.8109256692,11.5,2432.7,1
7451,L54630,L,300.3,311.8,1451,41.0,55,0,No Failure,Normal,6229.882951823679,11.5,2255.0,1
7452,L54631,L,300.3,311.8,1508,43.1,57,0,No Failure,Normal,6806.239540051262,11.5,2456.7000000000003,1
7453,L54632,L,300.3,311.7,1579,33.6,59,0,No Failure,Normal,5555.843776020478,11.399999999999975,1982.4,1
7454,H36867,H,300.3,311.7,1432,47.7,61,0,No Failure,Normal,7153.029481105529,11.399999999999975,2909.7000000000003,0
7455,L54634,L,300.2,311.6,1446,47.3,66,0,No Failure,Normal,7162.391427213226,11.400000000000034,3121.8,1
7456,M22315,M,300.2,311.7,1597,39.5,68,0,No Failure,Normal,6605.879232580818,11.5,2686.0,2
7457,M22316,M,300.2,311.7,1397,50.2,71,0,No Failure,Normal,7343.933594688668,11.5,3564.2000000000003,2
7458,L54637,L,300.1,311.6,1530,36.6,74,0,No Failure,Normal,5864.096847190708,11.5,2708.4,1
7459,M22318,M,300.1,311.6,1433,51.4,76,0,No Failure,Normal,7713.259227044683,11.5,3906.4,2
7460,L54639,L,300.0,311.5,1591,32.0,79,0,No Failure,Normal,5331.492172652118,11.5,2528.0,1
7461,L54640,L,300.0,311.5,1445,41.6,81,0,No Failure,Normal,6294.9139197529885,11.5,3369.6,1
7462,L54641,L,300.0,311.5,1749,28.3,83,0,No Failure,Normal,5183.282303231264,11.5,2348.9,1
7463,L54642,L,300.0,311.3,1703,30.4,85,0,No Failure,Normal,5421.467386250929,11.300000000000011,2584.0,1
7464,H36877,H,300.1,311.4,1518,46.9,87,0,No Failure,Normal,7455.439189940082,11.299999999999956,4080.3,0
7465,L54644,L,300.1,311.3,1535,42.3,92,0,No Failure,Normal,6799.506059797068,11.199999999999989,3891.6,1
7466,M22325,M,300.1,311.4,1390,52.1,94,0,No Failure,Normal,7583.699946010642,11.299999999999956,4897.400000000001,2
7467,H36880,H,300.3,311.6,1801,23.6,97,0,No Failure,Normal,4450.966583703971,11.300000000000011,2289.2000000000003,0
7468,H36881,H,300.3,311.6,1463,41.6,102,0,No Failure,Normal,6373.32807238659,11.300000000000011,4243.2,0
7469,L54648,L,300.3,311.6,1560,37.7,107,0,No Failure,Normal,6158.77823809743,11.300000000000011,4033.9,1
7470,L54649,L,300.3,311.6,1607,33.5,109,0,No Failure,Normal,5637.535656989324,11.300000000000011,3651.5,1
